Source,Source_Type,Target,Target_Type,Hypothesis_Class,Score,Bridge_Score,Common_Neighbors,Distinct_Bridge_Types,Adamic_Adar,Jaccard,Preferential_Attachment,Degree_Source,Degree_Target,Bridge_Nodes,Bridge_Types,Training_Graph,Candidate_Status,Embedding_Source_Target_Similarity,Embedding_Bridge_Mean_Similarity,Node2Vec_Integrated_Score,ML_Probability,Final_AI_Rank_Score
toxicity,BIOLOGICAL_PROCESS,expression,BIOLOGICAL_PROCESS,semantic_hypothesis,575.226447872181,195.0,41,7,10.87989060275715,0.5466666666666666,3264,68,48,dinoflagellate; alexandrium; saxitoxin; paralytic_shellfish_toxins; paralytic_shellfish_poisoning; dinoflagellates; alexandrium_catenella; regulation; alexandrium_minutum; biosynthesis; cyanobacteria; alexandrium_tamarense; nutrient; sxta; phylogenetic; toxin_production; alexandrium_fundyense; bloom; light; evolution,DINO_TAXON; DINO_TAXON; TOXIN; TOXIN; TOXIN; DINO_TAXON; DINO_TAXON; BIOLOGICAL_PROCESS; DINO_TAXON; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON; ENV_FACTOR; SXT_GENE; BIOLOGICAL_PROCESS; BIOLOGICAL_PROCESS; DINO_TAXON; ENV_FACTOR; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gtx,TOXIN,scytonema,CYANO_TAXON,semantic_hypothesis,42.891807169277406,4.0,4,4,0.9580987065899238,0.0975609756097561,234,39,6,saxitoxin; phylogenetic; cyanobacteria; dinoflagellates,TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
light,ENV_FACTOR,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,42.686863654451756,4.0,4,4,0.9660733366598377,0.07547169811320754,306,51,6,saxitoxin; cyanobacteria; nitrogen; biosynthesis,TOXIN; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
gonyautoxin,TOXIN,gene_loss,BIOLOGICAL_PROCESS,process_toxin_association,42.686863654451756,4.0,4,4,0.9660733366598377,0.07547169811320754,306,51,6,saxitoxin; cyanobacteria; nitrogen; biosynthesis,TOXIN; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
nutrient,ENV_FACTOR,gene_loss,BIOLOGICAL_PROCESS,semantic_hypothesis,42.686863654451756,4.0,4,4,0.9660733366598377,0.07547169811320754,306,51,6,saxitoxin; cyanobacteria; nitrogen; biosynthesis,TOXIN; CYANO_TAXON; ENV_FACTOR; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
transcription,BIOLOGICAL_PROCESS,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,39.612407738137314,7.0,4,2,0.9366386516773517,0.17391304347826086,152,19,8,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
polyketide_synthase,BIOLOGICAL_PROCESS,alexandrium_leei,DINO_TAXON,semantic_hypothesis,39.53310790032951,4.0,4,3,0.9332206168314228,0.26666666666666666,78,13,6,alexandrium; saxitoxin; dinoflagellate; sxta,DINO_TAXON; TOXIN; DINO_TAXON; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
environmental_stress,ENV_FACTOR,alexandrium_affine,DINO_TAXON,semantic_hypothesis,39.422884737394035,4.0,4,3,0.9614423686970173,0.25,84,14,6,alexandrium; light; dinoflagellate; hplc,DINO_TAXON; ENV_FACTOR; DINO_TAXON; DETECTION_METHOD,dino_pre2016,unvalidated_candidate,,,,,
secondary_metabolism,BIOLOGICAL_PROCESS,sxti,SXT_GENE,gene_process_association,39.26714206422442,5.0,5,2,1.2076451061862832,0.18518518518518517,252,18,14,saxitoxin; pyrodinium; dinoflagellate; pyrodinium_bahamense; dinoflagellates,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nitrogen_limitation,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,39.20926504740099,4.0,4,3,0.9281619354652013,0.23529411764705882,68,17,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
resting_cyst,BIOLOGICAL_PROCESS,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,39.20102523281352,4.0,4,3,0.9894015052956513,0.2222222222222222,96,16,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
resting_cyst,BIOLOGICAL_PROCESS,protoceratium,DINO_TAXON,semantic_hypothesis,39.20102523281352,4.0,4,3,0.9894015052956513,0.2222222222222222,96,16,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gene_duplication,BIOLOGICAL_PROCESS,planktothrix,CYANO_TAXON,semantic_hypothesis,39.15611580405926,5.0,5,2,1.1852007591724874,0.17857142857142858,266,19,14,saxitoxin; pyrodinium; alexandrium; gymnodinium; dinoflagellates,TOXIN; DINO_TAXON; DINO_TAXON; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphorus_limitation,ENV_FACTOR,environmental_stress,ENV_FACTOR,semantic_hypothesis,39.091315755296485,4.0,4,3,0.9345467665371305,0.2222222222222222,112,8,14,alexandrium; toxin_production; paralytic_shellfish_poisoning; dinoflagellate,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxtb,SXT_GENE,gene_loss,BIOLOGICAL_PROCESS,gene_process_association,39.058604261682774,4.0,4,3,0.9766705518940162,0.21052631578947367,102,17,6,saxitoxin; evolution; cyanobacteria; biosynthesis,TOXIN; BIOLOGICAL_PROCESS; CYANO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
sxtb,SXT_GENE,alexandrium_leei,DINO_TAXON,taxon_gene_association,38.98163465045223,4.0,4,3,0.9381857462787445,0.21052631578947367,102,17,6,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; sxta,DINO_TAXON; TOXIN; TOXIN; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
irradiance,ENV_FACTOR,sxti,SXT_GENE,environment_gene_regulation,38.9621036790679,5.0,5,2,1.14771850620062,0.16666666666666666,294,21,14,saxitoxin; dinoflagellate; alexandrium; paralytic_shellfish_poisoning; dinoflagellates,TOXIN; DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
transcription,BIOLOGICAL_PROCESS,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.96158702882514,4.0,4,3,0.9281619354652013,0.21052631578947367,76,19,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
environmental_regulation,BIOLOGICAL_PROCESS,planktothrix,CYANO_TAXON,semantic_hypothesis,38.96103965745717,4.0,4,3,0.9278882497812141,0.21052631578947367,126,9,14,alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,phosphorus_limitation,ENV_FACTOR,semantic_hypothesis,38.873277303354705,7.0,4,2,0.9366386516773517,0.1,288,36,8,alexandrium; dinoflagellate; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; DINO_TAXON; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
irradiance,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.76108577569231,4.0,4,3,0.9281619354652013,0.19047619047619047,84,21,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
lyngbya,CYANO_TAXON,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.76108577569231,4.0,4,3,0.9281619354652013,0.19047619047619047,84,21,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nitrogen_limitation,ENV_FACTOR,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,38.7189292917849,4.0,4,3,0.9503737368015422,0.18181818181818182,153,17,9,alexandrium; toxicity; paralytic_shellfish_toxins; alexandrium_tamarense,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
toxin_biosynthesis,BIOLOGICAL_PROCESS,alexandrium_affine,DINO_TAXON,semantic_hypothesis,38.628183837329324,5.0,5,2,1.2326965698274535,0.11627906976744186,252,42,6,temperature; alexandrium; dinoflagellate; light; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
saxitoxin_biosynthesis,BIOLOGICAL_PROCESS,alexandrium_affine,DINO_TAXON,semantic_hypothesis,38.628183837329324,5.0,5,2,1.2326965698274535,0.11627906976744186,252,42,6,temperature; alexandrium; dinoflagellate; light; nutrient,ENV_FACTOR; DINO_TAXON; DINO_TAXON; ENV_FACTOR; ENV_FACTOR,dino_pre2016,unvalidated_candidate,,,,,
irradiance,ENV_FACTOR,protoceratium,DINO_TAXON,semantic_hypothesis,38.624581131683605,4.0,4,3,0.9427253484504967,0.17391304347826086,126,21,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
irradiance,ENV_FACTOR,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,38.624581131683605,4.0,4,3,0.9427253484504967,0.17391304347826086,126,21,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxtu,SXT_GENE,alexandrium_leei,DINO_TAXON,taxon_gene_association,38.6155019273401,4.0,4,3,0.9381857462787445,0.17391304347826086,126,21,6,dinoflagellate; saxitoxin; paralytic_shellfish_toxins; sxta,DINO_TAXON; TOXIN; TOXIN; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
lyngbya,CYANO_TAXON,alexandrium_leei,DINO_TAXON,cross_taxa_association,38.61141011429087,4.0,4,3,0.9361398397541306,0.17391304347826086,126,21,6,alexandrium; saxitoxin; paralytic_shellfish_toxins; sxta,DINO_TAXON; TOXIN; TOXIN; SXT_GENE,dino_pre2016,unvalidated_candidate,,,,,
climate,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.59545430571301,4.0,4,3,0.9281619354652013,0.17391304347826086,92,23,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
climate,ENV_FACTOR,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,38.5788030105913,4.0,4,3,0.9894015052956513,0.16,138,23,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
climate,ENV_FACTOR,protoceratium,DINO_TAXON,semantic_hypothesis,38.5788030105913,4.0,4,3,0.9894015052956513,0.16,138,23,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
transcriptomic,BIOLOGICAL_PROCESS,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.52299053759707,4.0,4,3,0.9281619354652013,0.16666666666666666,96,24,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
environmental_stress,ENV_FACTOR,planktothrix,CYANO_TAXON,semantic_hypothesis,38.513851292504896,4.0,4,3,0.9235923129191141,0.16666666666666666,196,14,14,alexandrium; saxitoxin; toxicity; paralytic_shellfish_poisoning,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
transcriptomic,BIOLOGICAL_PROCESS,protoceratium,DINO_TAXON,semantic_hypothesis,38.423912235362536,4.0,4,3,0.9427253484504967,0.15384615384615385,144,24,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
transcriptomic,BIOLOGICAL_PROCESS,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,38.423912235362536,4.0,4,3,0.9427253484504967,0.15384615384615385,144,24,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
aphanizomenon,CYANO_TAXON,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.39478540939194,4.0,4,3,0.9281619354652013,0.15384615384615385,104,26,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
lyngbya,CYANO_TAXON,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,38.39423803802397,4.0,4,3,0.9278882497812141,0.15384615384615385,189,21,9,alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
sxtb,SXT_GENE,environmental_stress,ENV_FACTOR,environment_gene_regulation,38.34926110031477,4.0,4,3,0.9338898094166446,0.14814814814814814,238,17,14,dinoflagellate; saxitoxin; toxin_production; paralytic_shellfish_poisoning,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
secondary_metabolism,BIOLOGICAL_PROCESS,planktothrix,CYANO_TAXON,semantic_hypothesis,38.330640412462564,4.0,4,3,0.9510344919455653,0.14285714285714285,252,18,14,saxitoxin; toxicity; dinoflagellates; pyrodinium,TOXIN; BIOLOGICAL_PROCESS; DINO_TAXON; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cylindrospermopsis,CYANO_TAXON,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.284895299501834,4.0,4,3,0.9281619354652013,0.14285714285714285,112,28,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
warming,ENV_FACTOR,protoceratium,DINO_TAXON,semantic_hypothesis,38.26912559123646,4.0,4,3,0.9894015052956513,0.12903225806451613,174,29,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
warming,ENV_FACTOR,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,38.26912559123646,4.0,4,3,0.9894015052956513,0.12903225806451613,174,29,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
warming,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.23563421575799,4.0,4,3,0.9281619354652013,0.13793103448275862,116,29,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.18965720426374,4.0,4,3,0.9281619354652013,0.13333333333333333,120,30,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxt_genes,SXT_GENE,bloom_dynamics,BIOLOGICAL_PROCESS,gene_process_association,38.18965720426374,4.0,4,3,0.9281619354652013,0.13333333333333333,120,30,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
alexandrium_ostenfeldii,DINO_TAXON,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.18965720426374,4.0,4,3,0.9281619354652013,0.13333333333333333,120,30,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
transcriptome,BIOLOGICAL_PROCESS,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.18965720426374,4.0,4,3,0.9281619354652013,0.13333333333333333,120,30,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.14664645157556,4.0,4,3,0.9281619354652013,0.12903225806451613,124,31,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
aphanizomenon,CYANO_TAXON,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,38.14609908020759,4.0,4,3,0.9278882497812141,0.12903225806451613,234,26,9,alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,protoceratium,DINO_TAXON,semantic_hypothesis,38.135450696900996,4.0,4,3,0.9427253484504967,0.125,180,30,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphate,ENV_FACTOR,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,38.135450696900996,4.0,4,3,0.9427253484504967,0.125,180,30,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,38.09757190902221,4.0,4,3,0.9427253484504967,0.12121212121212122,186,31,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phosphorus,ENV_FACTOR,protoceratium,DINO_TAXON,semantic_hypothesis,38.09757190902221,4.0,4,3,0.9427253484504967,0.12121212121212122,186,31,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
gene_expression,BIOLOGICAL_PROCESS,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.068445083051614,4.0,4,3,0.9281619354652013,0.12121212121212122,132,33,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cylindrospermopsis,CYANO_TAXON,environmental_regulation,BIOLOGICAL_PROCESS,semantic_hypothesis,38.06789771168364,4.0,4,3,0.9278882497812141,0.12121212121212122,252,28,9,alexandrium; saxitoxin; toxicity; paralytic_shellfish_toxins,DINO_TAXON; TOXIN; BIOLOGICAL_PROCESS; TOXIN,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,38.0327944591657,4.0,4,3,0.9281619354652013,0.11764705882352941,136,34,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,38.03143458953867,4.0,4,3,0.9894015052956513,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,protoceratium,DINO_TAXON,semantic_hypothesis,38.03143458953867,4.0,4,3,0.9894015052956513,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_ostenfeldii,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,protoceratium,DINO_TAXON,cross_taxa_association,37.99656180801211,4.0,4,3,0.9427253484504967,0.1111111111111111,204,34,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
cyanobacterium,CYANO_TAXON,protoceratium_reticulatum,DINO_TAXON,cross_taxa_association,37.99656180801211,4.0,4,3,0.9427253484504967,0.1111111111111111,204,34,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,bloom_dynamics,BIOLOGICAL_PROCESS,process_toxin_association,37.96743498204152,4.0,4,3,0.9281619354652013,0.1111111111111111,144,36,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nutrients,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,37.96743498204152,4.0,4,3,0.9281619354652013,0.1111111111111111,144,36,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxtg,SXT_GENE,bloom_dynamics,BIOLOGICAL_PROCESS,gene_process_association,37.96743498204152,4.0,4,3,0.9281619354652013,0.1111111111111111,144,36,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,37.96743498204152,4.0,4,3,0.9281619354652013,0.1111111111111111,144,36,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
harmful_algal_bloom,ENV_FACTOR,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,37.96743498204152,4.0,4,3,0.9281619354652013,0.1111111111111111,144,36,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
phylogeny,BIOLOGICAL_PROCESS,bloom_dynamics,BIOLOGICAL_PROCESS,semantic_hypothesis,37.96743498204152,4.0,4,3,0.9281619354652013,0.1111111111111111,144,36,4,alexandrium; paralytic_shellfish_poisoning; bloom; dinoflagellates,DINO_TAXON; TOXIN; ENV_FACTOR; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
warming,ENV_FACTOR,sxtd,SXT_GENE,environment_gene_regulation,37.94516483775742,4.0,4,3,0.9462666294050253,0.10526315789473684,377,29,13,saxitoxin; paralytic_shellfish_poisoning; dinoflagellates; expression,TOXIN; TOXIN; DINO_TAXON; BIOLOGICAL_PROCESS,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,protoceratium_reticulatum,DINO_TAXON,taxon_toxin_association,37.938082275848366,4.0,4,3,0.9427253484504967,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
neosaxitoxin,TOXIN,protoceratium,DINO_TAXON,taxon_toxin_association,37.938082275848366,4.0,4,3,0.9427253484504967,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
sxtg,SXT_GENE,protoceratium,DINO_TAXON,taxon_gene_association,37.938082275848366,4.0,4,3,0.9427253484504967,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
anabaena,CYANO_TAXON,protoceratium,DINO_TAXON,cross_taxa_association,37.938082275848366,4.0,4,3,0.9427253484504967,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nutrients,ENV_FACTOR,protoceratium_reticulatum,DINO_TAXON,semantic_hypothesis,37.938082275848366,4.0,4,3,0.9427253484504967,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
nutrients,ENV_FACTOR,protoceratium,DINO_TAXON,semantic_hypothesis,37.938082275848366,4.0,4,3,0.9427253484504967,0.10526315789473684,216,36,6,alexandrium; toxicity; paralytic_shellfish_poisoning; alexandrium_minutum,DINO_TAXON; BIOLOGICAL_PROCESS; TOXIN; DINO_TAXON,dino_pre2016,unvalidated_candidate,,,,,
