Source,Target,Source_Type,Target_Type,Hypothesis_Type,Common_Neighbor_Count,Weighted_Common_Neighbor_Score,Adamic_Adar_Score,Preferential_Attachment,Source_Degree,Target_Degree,Source_Weighted_Degree,Target_Weighted_Degree,Semantic_Bonus,Structural_Score,Bridge_Nodes,Bridge_Relation_Hints,Priority_Bonus,Priority_Score,Biological_Category,Has_STX_Gene_Signal,Has_Environment_Signal,Has_Evolution_Signal,Has_Regulation_Signal,Validated_in_Post2015,ML_Score,Priority_Score_Norm,ML_Score_Norm,Final_AI_Discovery_Score
sxtG,Toxin content,GENE,TOXIN,GENE_TOXIN_HYPOTHESIS,11,11.0,2.7018,4160,80,52,101.0,85.0,2.0,55.7036,Alexandrium fundyense; Alexandrium tamarense; Pyrodinium bahamense; biosynthesis; cellular toxin; cellular toxin content; paralytic shellfish toxin; saxitoxin biosynthesis; toxin content; toxin production; toxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,76.2036,Gene-toxin biology,True,False,False,False,0,0.4615497605299108,0.412373775559924,0.49859647762268205,0.45117399148816517
Pyrodinium bahamense,sxtA4,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,12,14.0,2.7937,1815,33,55,35.0,66.0,2.0,47.6623,STX biosynthesis; Saxitoxin; biosynthesis; clade; evolution; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA1; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,68.1623,Species-gene link,True,False,True,False,1,0.5127188882293414,0.36412045538009546,0.5542723157380023,0.44968879254115357
phylogeny,sxt gene,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,11,12.0,2.6625,2200,55,40,84.0,41.0,3.5,47.825,Alexandrium tamarense; STX biosynthesis; STX-producing; biosynthesis; biosynthesis of saxitoxin; involved in stx; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxtA; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,68.325,Evolutionary mechanism,True,False,True,False,0,0.5091427581063986,0.3650967670701528,0.5503812186887458,0.4484747702985197
sxtA,psp toxin production,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,8,11.0,1.8605,3776,118,32,191.0,40.0,3.5,47.6009,Alexandrium minutum; Alexandrium tamarense; cellular toxin; nitrogen; saxitoxin; saxitoxin production; toxin production; toxin profile,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,70.1009,Gene-toxin biology,True,True,False,False,0,0.49389427380604023,0.3757533861873798,0.5337897272645095,0.4468697396720882
salinity,sxtA1,ENV_FACTOR,GENE,ENV_GENE_HYPOTHESIS,11,16.0,2.6704,4556,68,67,120.0,81.0,3.0,61.1209,Alexandrium minutum; Pyrodinium bahamense; cellular toxin; cellular toxin content; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; toxic dinoflagellate; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,83.6209,Environmental driver,True,True,False,False,0,0.3947640538295325,0.45688266737714794,0.42592863351736043,0.44295335214024356
evolution,stx genes,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,13,15.0,3.4107,2840,71,40,101.0,43.0,1.5,56.0213,Evolution; STX-producing; biosynthesis; biosynthetic pathway; homologs; involved in stx; origin of saxitoxin; saxitoxin; saxitoxin synthesis; secondary metabolites; stx-producing dinoflagellates; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,76.5213,Evolutionary mechanism,True,False,True,False,1,0.44119710793004824,0.41428019365415397,0.47645126932396975,0.4422571777055711
sxtG,origin of saxitoxin,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,14,16.0,3.4936,1840,80,23,101.0,26.0,2.0,54.1872,Evolution; biosynthesis; biosynthesis in dinoflagellates; evolution; gene transfer; genes involved; homologs; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; saxitoxin biosynthesis in dinoflagellates; stx genes; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,73.18719999999999,Gene-toxin biology,True,False,True,False,1,0.4616254283875528,0.3942733048660766,0.49867880991134944,0.4412557821364494
nitrate,Toxin content,ENV_FACTOR,TOXIN,ENV_TOXIN_HYPOTHESIS,23,31.0,6.2188,3224,62,52,98.0,85.0,1.0,91.0576,Alexandrium catenella; Alexandrium fundyense; Alexandrium tamarense; cellular toxin; cellular toxin content; growth and toxin; growth and toxin production; light; nutrient levels; paralytic shellfish toxin; phosphate; salinity; temperature; toxic dinoflagellate; toxicity of alexandrium; toxin composition; toxin content; toxin content and composition; toxin contents; toxin production; toxin profiles; toxin synthesis; toxin variability,ASSOCIATED_WITH;DECREASES;INCREASES;REGULATES,13.0,104.0576,Environmental driver,False,True,False,False,1,0.25115988540616224,0.5795168967329861,0.2696765574454499,0.4400887440535948
Gene expression,sxtB,REGULATION_EXPRESSION,GENE,GENE_REGULATION_HYPOTHESIS,1,1.0,0.1787,510,17,30,17.0,30.0,3.5,8.9075,saxitoxin,ASSOCIATED_WITH;INVOLVED_IN;PRESENT_IN,14.5,23.4075,Gene regulation,True,False,False,True,1,0.7859394163912624,0.09556093217064031,0.8515566858191179,0.43575902131245525
Evolution,biosynthesis gene,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,11,12.0,2.6246,1681,41,41,43.0,43.0,3.0,44.6542,biosynthesis; biosynthetic pathway; gene transfer; genes involved; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; sxtA; sxtG; sxta and sxtg,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,63.6542,Evolutionary mechanism,True,False,True,False,0,0.5113325676745366,0.3370687606662202,0.5527638952849776,0.43413157124466106
sxtA4,gene loss,GENE,GENE_PRESENCE_ABSENCE,GENE_PRESENCE_ABSENCE_HYPOTHESIS,4,4.0,0.8566,935,55,17,66.0,17.0,3.5,19.8882,biosynthesis; evolution; gene cluster; saxitoxin,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,38.8882,Gene presence/absence,True,False,True,False,0,0.6713328590233276,0.18845575933886832,0.7268561794424517,0.4307359483854809
gene cluster,Evolution,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,16,17.0,3.9203,2829,69,41,79.0,43.0,1.5,63.9857,Alexandrium tamarense; Saxitoxin; biosynthesis; evolution; gene transfer; genes involved; horizontal gene; horizontal gene transfer; involved in stx; saxitoxin; saxitoxin synthesis; secondary metabolites; sxtA; sxtG; sxta and sxtg; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,82.98570000000001,Evolutionary mechanism,True,False,True,False,0,0.37313873345987103,0.4530710313259837,0.40239866749633313,0.4302684676026409
evolution,sxta4 gene,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,10,10.0,2.3843,1846,71,26,101.0,26.0,3.5,42.4987,Alexandrium fundyense; STX biosynthesis; biosynthesis; gene cluster; involved in stx; involved in stx biosynthesis; saxitoxin; stx biosynthesis; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,62.9987,Evolutionary mechanism,True,False,True,False,1,0.5037056621395894,0.3331353106795417,0.5444652516110249,0.42823378409870916
Alexandrium fundyense,phylogeny,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,17,26.0,4.0465,2860,52,55,87.0,84.0,1.5,70.893,STX biosynthesis; biosynthesis; biosynthesis of saxitoxin; clade; evolution; gene transfer; horizontal gene; horizontal gene transfer; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtG; toxin content; toxin production; toxin profiles,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,91.393,Evolutionary mechanism,True,False,True,False,0,0.3121588109887419,0.5035206027569553,0.3360479508741864,0.4281579094097093
sxtG,saxitoxin producing,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,12,13.0,2.8901,1840,80,23,101.0,24.0,2.0,47.4801,Alexandrium fundyense; STX biosynthesis; biosynthesis; clade; evolution; gene expression; paralytic shellfish toxins; saxitoxin; saxitoxin biosynthesis; saxitoxin production; stx biosynthesis; sxtA,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,66.4801,Gene-toxin biology,True,False,True,True,1,0.4710909660278413,0.35402610058590694,0.5089780228358065,0.4237544655983618
sxtA1,sxta4 gene,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,12,12.0,2.8605,1742,67,26,81.0,26.0,2.0,46.431,STX biosynthesis; biosynthesis; gene cluster; genes involved; involved in stx; involved in stx biosynthesis; paralytic shellfish toxins; saxitoxin; stx biosynthesis; sxt gene; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,65.431,Mechanistic biology,True,False,False,False,0,0.4749911227187993,0.34773078040127786,0.5132216850265258,0.4222016874826394
biosynthesis,toxic dinoflagellate,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,10,15.0,2.3583,3250,125,26,193.0,37.0,1.5,49.9667,Toxin content; cellular toxin content; phosphate; saxitoxin; saxitoxin and its derivatives; sxt gene; sxtA1; temperature; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,72.4667,Mechanistic biology,True,True,False,False,1,0.4149457913669504,0.3899498102582935,0.4478878734445962,0.4160219386921297
toxin profiles,sxtA4,TOXIN,GENE,GENE_TOXIN_HYPOTHESIS,9,14.0,2.1207,4675,85,55,276.0,66.0,2.0,54.6164,Alexandrium catenella; Alexandrium fundyense; Alexandrium tamarense; Gymnodinium catenatum; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; toxin content; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,75.1164,Gene-toxin biology,True,False,False,False,1,0.3951073391611072,0.40584982922046275,0.4263021536340289,0.41505337520656754
sxtA,conserved,GENE,EVOLUTIONARY_PROCESS,GENE_EVOLUTION_HYPOTHESIS,11,11.0,2.7377,2006,118,17,191.0,17.0,2.0,45.0055,biosynthesis; conservation; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; saxitoxin; saxitoxin synthesis; secondary metabolites,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,67.5055,Evolutionary mechanism,True,True,True,False,1,0.4422927545460654,0.3601792045009949,0.47764341479073036,0.41303809913137585
sxtA4,saxitoxin and its analogues,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,15,15.0,3.6969,1485,55,27,66.0,27.0,2.0,54.3188,Alexandrium catenella; Gymnodinium catenatum; STX biosynthesis; STX-producing; Saxitoxin; biosynthesis; clade; evolution; involved in stx; involved in stx biosynthesis; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,73.31880000000001,Gene-toxin biology,True,False,True,False,0,0.401385523119433,0.39506299520665167,0.4331332873554239,0.4121946266735992
biosynthesis,other saxitoxin derivatives,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,10,14.0,2.3727,4500,125,36,193.0,84.0,1.5,55.7455,Alexandrium catenella; Alexandrium tamarense; Toxin content; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin derivatives; temperature; toxin composition; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,75.24549999999999,Mechanistic biology,False,True,False,False,0,0.38726998585218186,0.4066245178448414,0.4177745270416149,0.4116420219833895
sxtA1,neurotoxin saxitoxin,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,12,13.0,2.951,1742,67,26,81.0,28.0,2.0,47.112,Alexandrium minutum; STX biosynthesis; biosynthesis; clade; evolution; gene expression; saxitoxin; saxitoxin biosynthesis; starting gene; stx biosynthesis; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,67.612,Gene-toxin biology,True,False,True,True,0,0.43813798186247904,0.36081827761095864,0.47312271135611067,0.4113552727962771
STX biosynthesis,saxitoxin biosynthesis in dinoflagellates,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,12,15.0,2.8092,1350,54,25,68.0,32.0,1.5,45.3684,Alexandrium fundyense; Gymnodinium catenatum; Saxitoxin; amidinotransferase; biosynthesis; biosynthesis of saxitoxin; evolution; genes involved; saxitoxin; saxitoxin biosynthesis; sxtA; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,64.36840000000001,Mechanistic biology,True,False,True,False,0,0.459451314835977,0.3413544509491886,0.4963132117551158,0.41108589331185585
toxin composition,sxtA1,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,11,14.0,2.4916,3149,47,67,119.0,81.0,2.0,51.7281,biosynthesis; cellular toxin content; evolution; nitrogen; nitrogen limitation; saxitoxin; saxitoxin analogues; saxitoxin biosynthesis; toxin content; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,74.2281,Gene-toxin biology,True,True,True,False,0,0.39254287487473005,0.40051941942158176,0.4235118246821746,0.4108660017888486
sxtG,starting gene,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,13,15.0,3.1051,1840,80,23,101.0,25.0,2.0,50.9101,Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; Saxitoxin; homologs; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin synthesis; saxitoxin-producing dinoflagellate; sxtA; sxtA1; toxin content,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,71.4101,Mechanistic biology,True,False,False,False,0,0.41026039918787144,0.3836094849250754,0.44278981631136716,0.41024063404890676
growth and toxin production,sxtG,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,8,9.0,1.8835,3680,46,80,73.0,101.0,3.5,46.167,Alexandrium minutum; Alexandrium tamarense; Pyrodinium bahamense; cellular toxin; cellular toxin content; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,66.667,Gene-toxin biology,True,False,False,False,0,0.44131063494065315,0.35514762888874485,0.4765747952027239,0.4097898537300354
Gymnodinium catenatum,STX biosynthesis genes,SPECIES,GENE,SPECIES_GENE_HYPOTHESIS,8,8.0,1.9065,833,49,17,111.0,17.0,1.5,29.478,STX biosynthesis; biosynthesis; clade; evolution; saxitoxin; saxitoxin biosynthesis; stx biosynthesis; sxtA4,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,49.978,Species-gene link,True,False,True,False,0,0.5514311205067182,0.2550021722485052,0.5963941199246678,0.40862854870277837
neosaxitoxin,nitrogen,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,14,18.0,3.8999,2560,32,80,65.0,121.0,1.0,58.5998,Alexandrium tamarense; each toxin; paralytic shellfish toxin; paralytic shellfish toxins; psp toxin; psp toxin production; psp toxins; saxitoxin analogues; toxin analogues; toxin composition; toxin production; toxin profile; toxin profiles; toxin-producing,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,78.0998,Environmental driver,False,True,False,False,0,0.36081892748929945,0.42375227726051856,0.38899379714445237,0.4081109612082888
salinity,sxtG,ENV_FACTOR,GENE,ENV_GENE_HYPOTHESIS,10,13.0,2.3774,5440,68,80,120.0,101.0,3.0,61.4549,Alexandrium minutum; Alexandrium tamarense; Pyrodinium bahamense; cellular toxin; cellular toxin content; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,83.95490000000001,Environmental driver,True,True,False,False,1,0.32001675234176685,0.45888689666097804,0.34459797879845694,0.40745688362284355
Alexandrium fundyense,Evolution,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,15,16.0,3.6517,2132,52,41,87.0,43.0,1.5,57.4633,Saxitoxin; biosynthesis; biosynthesis in dinoflagellates; evolution; gene transfer; genes involved; homologs; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin biosynthesis; saxitoxin biosynthesis in dinoflagellates; saxitoxin synthesis; sxtA; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,77.9633,Evolutionary mechanism,True,False,True,False,0,0.35776018315629565,0.4229331835561988,0.3856656545323522,0.40616279549546785
sxtA1,saxitoxin gene,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,12,12.0,2.8605,1742,67,26,81.0,26.0,2.0,46.431,STX biosynthesis; biosynthesis; gene cluster; genes involved; involved in stx; involved in stx biosynthesis; paralytic shellfish toxins; saxitoxin; stx biosynthesis; sxt gene; sxtA; sxtA4,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,19.0,65.431,Mechanistic biology,True,False,False,False,0,0.4416652252988571,0.34773078040127786,0.4769606160339208,0.40588420643596723
sxtG,neurotoxin saxitoxin,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,16,17.0,3.9164,2080,80,26,101.0,28.0,2.0,60.7328,Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; STX biosynthesis; Saxitoxin; biosynthesis; clade; evolution; gene expression; homologs; saxitoxin; saxitoxin biosynthesis; saxitoxin synthesis; saxitoxin-producing dinoflagellate; stx biosynthesis; sxtA,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,81.2328,Gene-toxin biology,True,False,True,True,0,0.33359058505326233,0.4425524279977629,0.35936732403898697,0.40511913121631377
Gymnodinium catenatum,gene loss,SPECIES,GENE_PRESENCE_ABSENCE,SPECIES_GENE_PRESENCE_ABSENCE_HYPOTHESIS,8,8.0,1.9664,833,49,17,111.0,17.0,1.5,29.5978,biosynthesis; conservation; evolution; gene transfer; horizontal gene; horizontal gene transfer; saxitoxin; saxitoxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,50.0978,Gene presence/absence,False,False,True,False,1,0.5429517794003647,0.25572105448863347,0.5871679625913825,0.4048721631348705
toxin composition,sxtG,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,10,13.0,2.2693,3760,47,80,119.0,101.0,2.0,51.8387,biosynthesis; cellular toxin content; evolution; nitrogen; nitrogen limitation; saxitoxin; saxitoxin analogues; saxitoxin biosynthesis; toxin content; toxin production,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,74.3387,Gene-toxin biology,True,True,True,False,0,0.37411183576149976,0.4011830953461076,0.4034574755833768,0.4022065664528788
sxtA4,stx genes,GENE,PHRASE_GENE_MECHANISM,GENE_MECHANISM_PHRASE_HYPOTHESIS,10,13.0,2.4986,2200,55,40,66.0,43.0,2.0,44.4973,Alexandrium tamarense; STX-producing; Saxitoxin; biosynthesis; genes involved; involved in stx; saxitoxin; stx production; sxtA; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,63.4973,Mechanistic biology,True,False,False,False,1,0.445710931339454,0.3361272529577384,0.4813626468033637,0.4014831801882698
toxin analogues,sxtG,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,14,18.0,3.3862,2000,25,80,42.0,101.0,2.0,55.7724,biosynthesis; biosynthesis gene; biosynthesis of saxitoxin; evolution; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; phylogeny; saxitoxin; saxitoxin analogues; saxitoxin biosynthesis; saxitoxin synthesis,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,78.2724,Gene-toxin biology,True,True,True,False,0,0.34429804880584414,0.4247879957467134,0.3710178454630807,0.40059142811907866
saxitoxin and its derivatives,sxtA4,PHRASE_TOXIN_PHENOTYPE,GENE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,16,18.0,3.9299,1925,35,55,39.0,66.0,2.0,60.4848,Alexandrium fundyense; Alexandrium minutum; Gymnodinium catenatum; STX-producing; Saxitoxin; biosynthesis; biosynthesis of saxitoxin; gene copy; gene copy number; genes involved; paralytic shellfish toxins; saxitoxin; saxitoxin biosynthesis; sxt gene; sxtA; sxtA1,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN,19.0,79.4848,Gene-toxin biology,True,False,False,False,0,0.33538126583450906,0.432063228033287,0.3613157186623727,0.4002268488163756
homologs,sxt gene,EVOLUTIONARY_PROCESS,PHRASE_GENE_MECHANISM,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,11,12.0,2.6472,1880,47,40,54.0,41.0,2.0,44.6944,Alexandrium fundyense; Alexandrium minutum; Alexandrium tamarense; STX-producing; Saxitoxin; biosynthesis; genes involved; involved in stx; saxitoxin; sxtA; toxic species,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,65.1944,Evolutionary mechanism,True,False,False,False,1,0.4250792199381124,0.34631101798045694,0.4589138016565295,0.3969822706346896
toxin content,environmental conditions,TOXIN,ENV_FACTOR,ENV_TOXIN_HYPOTHESIS,15,26.0,3.7012,3892,139,28,302.0,39.0,0.0,69.8624,Temperature; biosynthesis; concentrations of nitrate; effects of temperature; gene cluster; growth and toxin production; nitrate; nitrate and phosphate; nitrogen; phosphate; salinity; saxitoxin; temperature; toxin production; toxin profile,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,92.3624,Environmental driver,False,True,False,False,0,0.24040013947463781,0.5093376682292453,0.25796914910023794,0.39622183462119204
Alexandrium catenella,phylogeny,SPECIES,EVOLUTIONARY_PROCESS,SPECIES_EVOLUTION_HYPOTHESIS,11,20.0,2.5977,2035,37,55,68.0,84.0,1.5,48.8705,STX biosynthesis; biosynthesis; clade; evolution; saxitoxin; saxitoxin and its analogues; saxitoxin biosynthesis; stx biosynthesis; sxtA; toxin content; toxin profiles,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN,20.5,69.37049999999999,Evolutionary mechanism,True,False,True,False,1,0.38441958050476,0.37137048478345913,0.41467307282847476,0.39085664940371617
saxitoxin analogues,STX biosynthesis,PHRASE_TOXIN_PHENOTYPE,BIOLOGICAL_MECHANISM,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,10,12.0,2.2803,2592,48,54,83.0,68.0,1.5,45.0206,Gymnodinium catenatum; biosynthesis; gene cluster; gene expression; genes involved; paralytic shellfish toxins; saxitoxin; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,20.5,65.5206,Mechanistic biology,True,False,False,True,0,0.40940608714702176,0.3482684419097545,0.4418602609129302,0.39038476046118353
sxtA,toxin contents,GENE,PHRASE_TOXIN_PHENOTYPE,GENE_TOXIN_PHENOTYPE_HYPOTHESIS,9,16.0,2.1762,4838,118,41,191.0,73.0,2.0,56.5424,Alexandrium catenella; Alexandrium tamarense; cellular toxin; paralytic shellfish toxin; paralytic shellfish toxins; phosphorus; saxitoxin; toxin content; toxin production,ABSENT_IN;ASSOCIATED_WITH;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,22.5,79.0424,Gene-toxin biology,True,False,False,False,1,0.312364619559764,0.4294085243351839,0.3362718859928439,0.3874970370811309
biosynthesis gene,conservation,PHRASE_GENE_MECHANISM,EVOLUTIONARY_PROCESS,EVOLUTION_GENE_MECHANISM_HYPOTHESIS,12,14.0,2.7964,1066,41,26,43.0,29.0,1.5,43.4228,biosynthesis; gene cluster; gene transfer; horizontal gene; horizontal gene transfer; nitrogen; phylogeny; saxitoxin; saxitoxin biosynthesis; sxtA; sxtA1; sxtG,ASSOCIATED_WITH;EVOLUTIONARY_LINK;INVOLVED_IN;PRESENT_IN;REGULATES,21.0,64.4228,Evolutionary mechanism,True,True,True,False,0,0.41001640700419784,0.34168088829362075,0.4425243345662139,0.3870604391162877
biosynthesis,other saxitoxin,BIOLOGICAL_MECHANISM,PHRASE_TOXIN_PHENOTYPE,MECHANISM_TOXIN_PHENOTYPE_HYPOTHESIS,10,14.0,2.3727,4500,125,36,193.0,84.0,1.5,55.7455,Alexandrium catenella; Alexandrium tamarense; Toxin content; paralytic shellfish toxin; paralytic shellfish toxins; saxitoxin; saxitoxin derivatives; temperature; toxin composition; toxin content,ASSOCIATED_WITH;DECREASES;EVOLUTIONARY_LINK;INCREASES;INVOLVED_IN;PRESENT_IN;REGULATES,19.5,75.24549999999999,Mechanistic biology,False,True,False,False,0,0.3319959597244345,0.4066245178448414,0.35763225241173713,0.3845779983999445
